Land	Code	Wahlkreis-Name	Gemeinden am 31.12.2015 (Anzahl)	Fl�che am 31.12.2015 (km�)	Bev�lkerung am 31.12.2015 - Insgesamt (in 1000)	Bev�lkerung am 31.12.2015 - Deutsche (in 1000)	Bev�lkerung am 31.12.2015 - Ausl�nder (%)	Bev�lkerungsdichte am 31.12.2015 (Einwohner je km�)	Zu- (+) bzw. Abnahme (-) der Bev�lkerung 2015 - Geburtensaldo (je 1000 Einwohner)	Zu- (+) bzw. Abnahme (-) der Bev�lkerung 2015 - Wanderungssaldo (je 1000 Einwohner)	Alter von ... bis ... Jahren am 31.12.2015 - unter 18 (%)	Alter von ... bis ... Jahren am 31.12.2015 - 18-24 (%)	Alter von ... bis ... Jahren am 31.12.2015 - 25-34 (%)	Alter von ... bis ... Jahren am 31.12.2015 - 35-59 (%)	Alter von ... bis ... Jahren am 31.12.2015 - 60-74 (%)	Alter von ... bis ... Jahren am 31.12.2015 - 75 und mehr (%)	Zensus 2011, Bev�lkerung nach Migrationshintergrund am 09.05.2011 - ohne Migrationshintergrund (%)	Zensus 2011, Bev�lkerung nach Migrationshintergrund am 09.05.2011 - mit Migrationshintergrund (%)	Zensus 2011, Bev�lkerung nach Religionszugeh�rigkeit am 09.05.2011 - R�misch-katholische Kirche (%)	Zensus 2011, Bev�lkerung nach Religionszugeh�rigkeit am 09.05.2011 - Evangelische Kirche (%)	Zensus 2011, Bev�lkerung nach Religionszugeh�rigkeit am 09.05.2011 - Sonstige, keine, ohne Angabe (%)	Zensus 2011, Wohnungen in Wohngeb�uden am 09.05.2011 - Eigent�merquote	Baut�tigkeit und Wohnungswesen - Fertiggestellte Wohnungen 2014 (je 1000 Einwohner)	Baut�tigkeit und Wohnungswesen - Bestand an Wohnungen am 31.12.2015 (je 1000 Einwohner)	Verf�gbares Einkommen der privaten Haushalte 2014 (� je Einwohner)	Bruttoinlandsprodukt 2014 (� je Einwohner)	Kraftfahrzeugbestand am 01.01.2016 (je 1000 Einwohner)	Absolventen/Abg�nger beruflicher Schulen 2015	Absolventen/Abg�nger allgemeinbildender Schulen 2015 - insgesamt ohne Externe (je 1000 Einwohner)	ohneHauptschule	Hauptschule	MittleremAbschluss	mitAbitur	Kindertagesbetreuung: Betreute Kinder am 01.03.2016 (je 1000 Einwohner)	Unternehmensregister 2014 - Unternehmen insgesamt (je 1000 Einwohner)	Unternehmensregister 2014 - Handwerksunternehmen (je 1000 Einwohner)	Sozialversicherungspflichtig Besch�ftigte am 30.06.2016 - insgesamt (je 1000 Einwohner)	Sozialversicherungspflichtig Besch�ftigte am 30.06.2016 - Land- und Forstwirtschaft, Fischerei (%)	Sozialversicherungspflichtig Besch�ftigte am 30.06.2016 - Produzierendes Gewerbe (%)	Sozialversicherungspflichtig Besch�ftigte am 30.06.2016 - Handel, Gastgewerbe, Verkehr (%)	Sozialversicherungspflichtig Besch�ftigte am 30.06.2016 - �ffentliche und private Dienstleister (%)	Sozialversicherungspflichtig Besch�ftigte am 30.06.2016 - �brige Dienstleister und 'ohne Angabe' (%)	Empf�nger(innen) von Leistungen nach SGB II am 31.12.2016 -  insgesamt (je 1000 Einwohner)	Empf�nger(innen) von Leistungen nach SGB II am 31.12.2016 - nicht erwerbsf�hige Hilfebed�rftige (%)	Empf�nger(innen) von Leistungen nach SGB II am 31.12.2016 - Ausl�nder (%)	Arbeitslosenquote M�rz 2017 - insgesamt	Arbeitslosenquote M�rz 2017 - M�nner	Arbeitslosenquote M�rz 2017 - Frauen	Arbeitslosenquote M�rz 2017 - 15 bis unter 20 Jahre	Arbeitslosenquote M�rz 2017 - 55 bis unter 65 Jahre	Total	Total2	CDU	CDU2	SPD	SPD2	LINKE	LINKE2	GRUENE	GRUENE2	FDP	FDP2	AFD	AFD2	NDP	NDP2
Nordrhein-Westfalen	145	Hamm � Unna II	4	422.4	321.8	283.7	11.8	761.9	-3.5	19.4	17.1	8.4	11.7	35.6	16.3	10.9	73.5	26.5	39.1	31.5	29.4	40.5	1.6	486.7	18884	28070	619.8	3.4	12.4	6.8	17.6	40.9	34.7	33.5	33.4	4.7	315.8	0.2	26.3	26.5	16.4	30.5	114.1	25.3	30.9	8.9	9.2	8.6	4.8	8.1	169568	169735	59700	51475	61717	53467	9949	11837	7409	8938	9970	17678	17713	19068		547
Nordrhein-Westfalen	146	Soest	14	1328.6	303	275.9	8.9	228.1	-3.2	25.1	17.3	8.2	11.3	36.4	15.9	10.9	79.6	20.4	54.6	24.9	20.5	54.9	4.2	467.5	21376	31879	699	3.8	13.1	4.6	13.8	46.6	35	34.8	42.2	6.2	360.9	1.4	38.6	20.5	13.2	26.4	61.3	25.7	26.4	6	6.3	5.7	3.2	6.6	172492	173074	73595	62764	50458	43184	9756	11702	9459	10723	13681	23296	15311	16165		310
Nordrhein-Westfalen	147	Hochsauerlandkreis	12	1960.2	263.8	242.7	8	134.6	-4.8	12.8	16.8	8	11	36.2	16.2	11.7	82.6	17.4	68	15.3	16.7	57.2	2.2	493.1	22750	32498	719.7	4.2	12.3	5	17.2	47.1	30.7	32.2	46.3	8	385.2	0.9	41.2	18.9	11.4	27.6	51.5	27.5	26	4.8	5	4.5	1.4	5.1	152615	152814	73185	63651	41047	34865	6452	8183	6476	7198	12893	21919	11115	12216		324
Nordrhein-Westfalen	148	Siegen-Wittgenstein	11	1132.9	280.8	253.3	9.8	247.9	-2.8	20.3	16.2	9.2	12.6	34.7	16.3	11.1	79.8	20.2	21.1	53.1	25.8	57.7	1.7	486.5	23366	36961	715.2	3.2	12.7	4.8	12.9	45.4	36.9	32.7	40.3	6.2	405.1	0.3	42	19.6	14.1	24	61.5	26.9	32.9	5.4	5.5	5.3	3.4	6	160701	160959	64484	54648	48560	42551	9554	12624	6885	8857	11742	19125	15728	17154		411
Nordrhein-Westfalen	149	Olpe � M�rkischer Kreis I	13	1161.5	280.6	250	10.9	241.5	-2.5	11.2	17.3	8	11.7	36.4	15.8	10.8	76.9	23.1	44.4	27.6	28	52.5	1.3	482.8	25863	35324	705.9	2.9	13	5.5	17.4	44.5	32.6	33.5	40.9	7	394.9	0.4	52.6	15.1	11.2	20.7	62.3	27.7	31.5	5.5	5.5	5.4	2.2	6.3	150760	151289	72158	61394	39699	35269	7197	8205	5170	6866	13230	20758	13306	13847		417
Nordrhein-Westfalen	150	M�rkischer Kreis II	9	611.8	272	241	11.4	444.6	-3.7	8.5	16.5	8	11	36.3	16.7	11.4	72	28	36.6	34.3	29.1	46.8	0.7	507.7	24680	34189	675.7	3.5	12.5	6.3	14.5	47.8	31.4	31.9	40.3	6.3	379.8	0.3	50.8	15.7	11.4	21.9	81.2	27.3	31.7	6.7	6.8	6.6	3.1	7.6	142093	144222	53714	49061	54890	37193	11113	9427	5356	7060	15221	19328		16688		352
Sachsen	151	Nordsachsen	30	2028.4	197.6	192.1	2.8	97.4	-5.7	8.5	14.7	4.1	11.1	37.5	19.3	13.3	97.3	2.7	2.9	15.8	81.3	47.8	1.6	552.7	18348	23890	700	1.1	7.1	8	9.6	46	36.3	72	41.9	10.4	361.6	3.3	29.2	30	9.9	27.6	90	22.2	9.6	8.4	8.9	7.9	7.7	10.9	116438	116563	38207	34321	16248	14519	20028	17173	3070	3021	7641	9189	31244	31301		1789
Sachsen	152	Leipzig I	1	169.8	275.2	254.8	7.4	1621.1	0.8	27.4	15.2	7.7	19.4	31.4	15.1	11.2	91.9	8.1	3.5	10.6	85.9	15.3	1.9	595.1	16542	34233	437.7	1.6	6.1	10.8	9.9	40.2	39.2	81.2	43.2	6	470.6	0.1	15.9	21.7	33.2	29.2	123	24.9	22	8.3	9.1	7.3	9.2	9.4	159781	159930	43919	37622	26330	20674	31132	31137	8735	11300	9074	13565	32702	33291		1169
Sachsen	153	Leipzig II	1	128	285.2	263.7	7.5	2228.1	0.9	27.4	15.2	7.7	19.4	31.4	15.1	11.2	91.9	8.1	4.5	12.9	82.6	10.6	1.9	595.1	16542	34233	437.7	1.6	6.1	10.8	9.9	40.2	39.2	81.2	43.2	6	468	0.1	15.9	21.7	33.2	29.2	123	24.9	22	8.3	9.1	7.3	9.2	9.4	173636	173784	42778	38111	23787	22725	43948	39058	17273	18154	10052	14866	25968	27774		678
Sachsen	154	Leipzig-Land	32	1651.4	258.4	253.1	2	156.5	-5.8	8.7	15.1	4	10.4	37.3	20	13.2	97.2	2.8	2.7	17.5	79.8	47.9	2.2	549.1	19319	23527	700.4	0.8	6.4	7	8.2	56.5	28.3	75.9	42.6	10.5	291.7	2.3	32.3	24.7	10.5	30.2	74	22.3	6.8	6.6	7.3	5.8	5.2	7.9	159004	159391	54152	47944	18221	18139	24801	23368	6219	5157	10048	12859	45563	42823		1793
Sachsen	155	Mei�en	29	1454.6	245.2	238.6	2.7	168.6	-5	11	15.5	4.1	10.8	35.9	19.5	14.2	96.7	3.3	3	21.1	75.9	41.4	2.6	551.8	19013	24640	666.2	1.4	7.6	5.6	9.5	54.3	30.6	76.4	43.3	10.7	358.9	2.6	36	23.4	11.6	26.4	71.5	22.8	7.4	7.2	7.6	6.9	3.6	9.5	150932	150913	55326	39406	13486	13148	19122	20111	5051	5531	7991	13156	46765	49615	1928	2279
Sachsen	156	Bautzen I	53	2224.9	259.3	254.1	2	116.5	-5.7	4.1	15.2	3.9	10.6	36	19.9	14.4	96.8	3.2	9.6	23.9	66.6	46.1	1.4	533.2	18623	23045	705.7	1.1	8.1	7.9	8.9	52.6	30.6	74.4	40	11.1	360.2	1.8	35.2	19.9	14.1	29	71	22.8	6.5	6.9	7.3	6.4	4.3	8.9	158876	158842	48579	42995	15836	14378	24221	22597	3247	3768	9247	12122	52770	52041		2371
Sachsen	157	G�rlitz	53	2111.4	260	251	3.5	123.1	-8.3	7.5	14.5	4.3	10.2	34.7	21	15.3	95.5	4.5	5.2	23.5	71.3	42.5	0.6	597.6	17483	24582	657.4	1.8	7.3	9	10.3	52.5	28.3	66.1	38.5	10.5	322.5	2.3	31.3	19.3	11.4	35.7	99.5	22.1	9	10.2	11.2	9.2	6.2	13.3	153643	153720	48256	41000	16801	14249	20853	21534	4995	4476	7661	10810	49834	50551		2337
Sachsen	158	S�chsische Schweiz-Osterzgebirge	36	1654.2	247.4	240.8	2.7	149.6	-5.9	11.7	15.9	4.1	10.9	35.3	19.9	13.9	97.1	2.9	3	19.3	77.7	41.2	1.9	547.1	18735	20404	682.6	1.3	7	9.4	8	56.8	25.9	76.9	44.1	12.1	311.2	2.2	35.6	20.2	9	33	67.9	24.3	8.8	6.4	7.1	5.7	4.6	8.3	153899	154375	44354	39581	11100	12040	22614	19708	4575	4643	9933	12795	57554	54749		2875
Sachsen	159	Dresden I	1	81.5	294.4	274.2	6.8	3612.5	1.3	12.3	15.9	8	18.2	30.8	15.4	11.6	92.7	7.3	4.3	14.5	81.3	11.2	3.1	549.7	17638	34506	465.8	2.5	6.3	7.6	7.6	44.6	40.1	89.7	43.2	5.9	471.5	0.2	17.7	20.1	27.2	34.9	84.3	23.5	17.9	7.1	7.8	6.2	7.1	8.9	180647	181118	44388	44104	23906	19246	37936	31004	11765	13936	13590	18610	40380	41812	991	1284
Sachsen	160	Dresden II � Bautzen II	6	417.7	296.4	284.8	4	709.6	0.7	11.2	16	7.4	17.1	31.8	15.9	11.9	93.4	6.6	4.1	17	79	23.1	2.9	543.6	17797	32654	503.9	2.3	6.6	7.7	7.9	46.1	38.3	87.3	42.7	6.7	451.2	0.4	19.9	20	25.5	34.1	82.2	23.4	16.3	7	7.7	6.3	6.5	8.9	184693	185164	47185	42792	20593	17977	32397	32040	15839	16588	12843	17684	41202	43126	1160	1372
Sachsen	161	Mittelsachsen	38	1675.1	246.8	239	3.2	147.4	-6.2	7.3	14.7	4.7	11.6	34.6	20.1	14.2	97.4	2.6	2.2	21.9	75.8	39.9	0.9	578.4	18604	23865	704.7	1.2	7.8	9.1	8.6	49.7	32.6	71	41.7	10.8	353.9	2.8	36.8	20.1	12.1	28.3	64.6	21.3	8.4	6.5	6.9	6	5.1	8.4	148674	148889	48230	41189	17782	14487	20785	21582	4626	4112	8652	11767	46827	46522		1967
Sachsen	162	Chemnitz	1	221	248.6	231.5	6.9	1124.8	-4.2	24.7	14.3	6.3	14.8	30.7	20.1	13.9	93.5	6.5	2.1	12.9	85	17	1.6	618.5	18611	32229	568.3	3.1	6	9.7	10.9	43.1	36.4	70.1	42.8	7.7	465	0.2	22.6	19.8	26.8	30.7	96.7	24.2	18	8.2	8.8	7.5	7.9	9.2	145553	145871	38653	36270	22413	17373	28213	28010	6157	6818	9535	12184	34958	35456		1149
Sachsen	163	Chemnitzer Umland � Erzgebirgskreis II	38	902.9	219.2	216.5	1.2	242.8	-7.5	3.4	14.5	3.9	10.2	35	21.6	14.7	97.5	2.5	2	24.9	73.1	44.8	1.6	568.7	18445	23639	695.7	1.3	7.5	8.2	7.5	54.4	29.8	67.2	42.6	11.6	351.4	1.8	39.1	19.4	11.7	28	64.4	21.8	8.4	6.4	6.7	5.9	4.7	8	136670	137183	48012	41947	14142	14524	23174	20972	4609	3850	10345	10542	36388	36746		1686
Sachsen	164	Erzgebirgskreis I	48	1560.9	267.5	261.6	2.2	171.4	-7.2	0.1	14.9	4.2	10.4	34.4	21.9	14.1	98.2	1.8	1.7	38.1	60.2	42.5	1.7	568.2	18124	20389	704.8	1.2	7.4	7.5	8.3	60.1	24	65.7	44.3	13.1	323.8	1.8	42.8	18.2	8.3	28.9	59.1	21.6	6.3	6.2	6.6	5.7	4.5	7.5	163552	163971	56716	50759	14707	15452	24808	23090	4334	3661	11820	12106	49465	47952		2727
Sachsen	165	Zwickau	24	755.1	251.1	243.7	3	332.6	-8.1	6.8	14	4.7	11.2	34.4	21.1	14.6	96.9	3.1	3	21.4	75.6	36.3	0.8	600.9	18656	27000	677.8	1.4	7.4	8.2	5.7	52.5	33.6	65.4	41.7	10.7	381.1	1.1	37.4	20	14.6	26.9	69.9	22.4	10.5	6.4	6.7	6.1	4.6	8.3	143380	148829	48347	45106	18219	16131	36881	24665	6513	4327	19181	11253		38964		1302
Sachsen	166	Vogtlandkreis	39	1412.4	232.3	226.4	2.5	164.5	-8.2	7.9	13.8	4.2	10.5	34.7	21.7	15	96.5	3.5	2.4	27.1	70.5	41	1.2	617.2	18566	22312	710.2	1.5	7.1	6.2	10.3	51.6	31.8	60.3	45.3	12.4	345.4	1.6	36.4	19.7	12.3	30.1	68.9	21.3	12.3	6.7	7.3	6	5.2	8.4	140355	140861	49104	42604	15538	16043	21809	22578	5292	4266	7836	10154	36428	37217		1437
Hessen	167	Waldeck	29	2166.5	235	219.9	6.5	108.5	-5.3	16.1	15.7	7.5	10.3	36.2	18	12.4	84.1	15.9	14.8	61.5	23.7	61	1.2	493.9	21290	29326	761.2	2.7	9.5	4.2	16.1	50.9	28.8	35.2	38.3	7.2	344.2	0.8	41	19.9	10	28.3	48.3	26.5	25.9	4.4	4.7	4	2.9	5.1	140638	140733	47269	42232	49341	43446	8600	9891	8062	9660	9930	13918	15438	16411		442
Hessen	168	Kassel	12	357.6	299.3	263.2	12	836.8	-2.5	14.9	15.2	8.9	14.2	34.1	16.5	11	75.3	24.7	14.3	47.3	38.4	39.9	1.6	515.9	19633	41106	578.2	5	9	5.8	15.3	42.5	36.4	45.2	40.9	5.6	465.6	0.2	26.3	21.3	20	32.3	97.3	27.7	36.3	7.3	7.9	6.6	6.8	6.9	165278	165403	44425	41736	58759	46769	14472	18677	15466	18935	9759	15046	16501	17288		417
Hessen	169	Werra-Mei�ner � Hersfeld-Rotenburg	36	2121.8	221.9	207.2	6.6	104.6	-6.6	16.8	15.5	7.3	10.5	35.5	18.2	13	86	14	10.9	67.2	21.9	63.7	0.9	499.5	19842	29625	775.1	3.9	10.1	3.7	21.3	46.7	28.2	33.7	36.8	7.2	336.4	1.1	29.4	28.9	10.9	29.6	58.3	26.7	22.4	5.2	5.6	4.7	3.4	5.7	131232	131067	39302	38531	54033	42737	7281	8746	5236	7843	6594	11096	16411	17173		608
Hessen	170	Schwalm-Eder	38	2262.5	237.4	224	5.7	104.9	-4.7	9.9	15.9	7.6	10.9	36.6	17.2	11.9	85.3	14.7	11.8	68.7	19.5	66.1	1.2	479.2	20606	29241	790.7	3.3	10.4	5.1	14.1	45.7	35.1	34.6	37.4	7.7	315.7	0.9	34.9	23.6	10.8	29.8	48.7	26	25.5	4.8	5.2	4.4	3.1	5.5	143087	143052	43514	41795	53892	44847	7852	9270	8003	9436	9298	13118	17198	18504		652
Hessen	171	Marburg	22	1262.5	245.2	220.8	10	194.2	-2.1	16.9	16.1	10.8	13.8	34.2	14.9	10.2	81.1	18.9	18.3	54.1	27.6	55.6	2.3	473.6	19718	33720	673.7	3.5	9.9	4.2	15.1	41.9	38.9	38	36.4	6	365.9	0.3	37	14.8	13.7	34.2	53.6	27.8	30.4	4	4.3	3.6	2.5	3.9	140566	140786	46888	42377	50214	37202	11557	14420	8989	13088	6044	12191	14378	16125		357
Hessen	172	Lahn-Dill	25	1153.4	275.4	250.9	8.9	238.8	-3.9	10.6	16.4	8	11.3	36.2	16.8	11.3	77.8	22.2	14.6	54.7	30.7	62.7	2.3	470.1	21649	31040	728.7	4.1	9.7	4.8	18.8	47.9	28.5	35.7	43	7.3	360.6	0.2	40.1	19.1	13.9	26.6	69.2	27.4	37.4	5.6	5.7	5.5	3.4	6.6	152554	152801	58417	51125	45375	37794	7116	10210	8909	10768	9590	14821	17874	20931	773	897
Hessen	173	Gie�en	24	1343.3	286.5	258.1	9.9	213.3	-1.7	11.7	15.5	10.7	14.4	34	15.3	10.1	77.8	22.2	15.9	54.8	29.3	51.1	3.3	486.8	19880	30647	687.2	3.2	9.4	4.6	13.9	37.6	43.8	35.5	42.7	6.9	348	0.5	27	22.1	14.8	35.6	70.1	25.5	30.8	5.8	6.4	5	3.4	6.3	164158	164313	57610	49518	46216	39252	10346	13798	13619	15898	12641	16926	18918	20358	603	751
Hessen	174	Fulda	33	2130.3	271	251.9	7	127.2	-2.7	17	16.9	8.4	11.7	35.7	15.8	11.5	84	16	53.5	29.1	17.4	58.4	3.4	476	20727	32521	784.2	5.2	10.3	3.7	22.4	46	27.8	36.9	41.9	7.6	393.3	0.5	31.7	24.1	17.3	26.3	43	26.7	29.8	3.4	3.6	3.2	2.2	4.3	159299	158682	71946	61811	32150	28745	7669	9266	8874	10593	8437	17122	27990	25145	576	663
Hessen	175	Main-Kinzig � Wetterau II � Schotten	24	1539.7	232.2	212.3	8.6	150.8	-3.3	12.4	15.9	7.8	10.9	37	17.3	11.1	77.5	22.5	27.2	46.6	26.2	64.5	1.8	467.1	21761	29570	711	3.6	9.4	4.1	15.3	43.7	36.9	40.2	45.5	7.9	302.2	0.6	32.3	23.5	18.1	25.6	58	29.4	35.9	4.6	4.8	4.5	4.2	4.6	135869	136026	49479	43147	38462	32069	8007	8938	7346	9614	8326	14144	20172	20927	1212	1249
Hessen	176	Hochtaunus	19	812.6	250.3	218.9	12.5	308	-1.9	14.3	17.4	7.1	10.2	37.5	16.9	11	77.1	22.9	26.9	36.3	36.8	56.7	2.5	473.4	27206	39021	774.2	3.4	9.8	3	14.2	35.4	47.5	45.1	57.2	7.5	368.7	0.3	21.6	23.4	29.2	25.6	49.6	28.9	43.4	4	4.3	3.7	2.5	4.3	144260	144609	57579	48436	33201	28947	8556	9562	12884	14074	14954	21713	15075	16132		388
Hessen	177	Wetterau I	17	745.9	237.7	211	11.2	318.7	-2.6	17.4	16.8	7.7	11.3	37.5	16.2	10.5	80.9	19.1	22	43.4	34.6	56.7	3.2	464.8	22008	27139	713.9	2.8	10	5	16.1	31.4	47.5	38.2	47.3	7.8	276.6	0.8	25.8	24.5	19.2	29.7	54.1	25.9	36.1	4.5	4.8	4.1	3.4	4.9	136921	137220	49891	43951	39773	31152	6719	9249	11368	13002	11047	17462	14987	15895	719	811
Hessen	178	Rheingau-Taunus � Limburg	27	1171.3	294	262.7	10.6	251	-3	11.4	16.6	7.5	10.6	37.2	17.3	10.8	82.2	17.8	39.7	28.5	31.9	57.4	1.7	478.7	22673	24633	749.4	3.4	10	4.7	14.7	43.2	37.4	37.5	47.1	8.1	261.6	0.8	27.8	23.6	16.7	31.2	54.6	28.4	37	4.8	5.1	4.6	2.6	5.1	171338	171625	71555	59346	43427	35604	9394	11069	12020	15273	13053	22650	17439	20399		443
Hessen	179	Wiesbaden	1	203.9	276.2	227.9	17.5	1354.5	0.9	2.7	17.6	7.5	13.7	35.7	15.2	10.2	66.2	33.8	22.9	28.3	48.8	29.5	2.1	509	22243	58743	591.5	3.3	9.5	5	11.9	38.1	45.1	48.1	54.5	6.8	472.3	0.2	15.6	20	30.9	33.3	117	31.1	35.9	7.3	7.5	7.2	7.9	7.5	137965	138229	47309	40022	39396	29247	10558	13160	12321	16286	9693	18400	14417	15496		222
Hessen	180	Hanau	14	346.2	254.2	213.2	16.1	734.1	-1.2	13.8	17.1	7.5	12	36.8	16.6	9.9	75.4	24.6	24.3	32.8	42.9	50.7	2.5	472.3	21744	30918	701.6	3.9	9.2	3.7	14.6	48.7	32.9	41.5	45.1	7.9	314.9	0.4	34.4	23.4	18.2	23.6	60.4	30.9	36.3	4.7	4.7	4.7	4.7	4.4	132059	132323	46656	39126	40185	31150	7715	10006	8054	11345	8418	15185	16907	18626	540	636
Hessen	181	Main-Taunus	15	270.5	278	237.2	14.7	1027.9	-1.3	13.5	18	6.6	10.7	37.5	16	11.1	74.3	25.7	30.6	27.8	41.7	51.5	3.1	474.4	26355	47502	861.3	2.3	8.7	4.5	15.3	34.6	45.6	51	53.9	6.7	410.8	0.3	15.6	25.3	36.6	22.2	46.9	30.2	43.2	3.8	3.9	3.6	2.7	3.6	158525	158859	66490	54902	34527	28786	7887	9504	14458	16752	17224	26571	15319	16395		337
Hessen	182	Frankfurt am Main I	1	85.1	365.1	250	31.4	4289	3.1	16.4	16.4	7.6	18.4	37	12.9	7.7	55.8	44.2	22.9	19.6	57.5	18.8	6.2	519.3	20555	92367	503.9	2.6	6.8	4.4	13.6	35.9	46.1	57.6	57.8	5.3	773.3	0	10.6	26.7	43.8	18.7	104.1	29.1	43.8	6.2	6.5	5.8	6.6	7.3	143049	143227	43663	37221	38704	29743	13934	17179	15596	19475	13185	19989	12892	13342		315
Hessen	183	Frankfurt am Main II	1	163.2	367.6	277.4	24.6	2252.5	3.3	16.4	16.4	7.6	18.4	37	12.9	7.7	55.8	44.2	23.5	22.1	54.4	22.6	6.2	519.3	20555	92367	503.9	2.6	6.8	4.4	13.6	35.9	46.1	57.6	57.8	5.3	763.1	0	10.6	26.7	43.8	18.7	104.1	29.1	43.8	6.2	6.5	5.8	6.6	7.3	170569	170773	55221	45731	44240	33511	15523	20059	23026	26415	13877	24336	13033	13737		265
Hessen	184	Gro�-Gerau	14	453	266	213.4	19.8	587.2	0.6	19	17.6	7.9	13	36.6	15.4	9.5	67.9	32.1	21.7	30.2	48.1	49.7	3.3	455.5	20066	41298	699.4	1.9	9.1	4.1	21.4	41.4	33.1	41.2	38.8	5.5	359.2	0.4	33.6	27.8	19.3	18.8	82.2	31.3	45.5	5.8	5.7	5.9	4.7	5.5	130857	131180	45963	39950	42342	33318	8729	10755	8877	11862	7358	12645	14805	15943		403
Hessen	185	Offenbach	9	241.4	355.2	267.8	24.6	1471.2	1	17.6	17.7	7.7	13.7	35.7	15.4	9.8	63.2	36.8	25.6	23	51.5	37.1	2.5	476.8	20901	37236	609.5	3.1	8.5	5.1	17.2	36.6	41.1	44.1	51.5	7	358.4	0.2	22.9	27.7	28.7	20.5	95.9	32.2	45.8	6.6	6.4	6.9	5	6.7	160983	161294	58565	49302	40106	34519	12435	14261	14246	16421	12420	20372	18047	19050		429
Hessen	186	Darmstadt	15	449.3	341.8	289.7	15.2	760.7	-0.4	18.8	16.4	9.1	14.7	35.2	15.2	9.4	73.1	26.9	20.6	36.5	42.9	45.9	3.4	476.8	22135	44438	629.9	3.7	10.2	4.1	13.1	33.5	49.3	43.4	48.2	6.2	428.9	0.4	26	19.6	25.9	28	72.1	31.3	38.1	5.2	5.5	5	4.6	6.1	189775	190375	58216	52218	56442	42638	16146	19508	26939	27317	11739	20893	17227	18654		450
Hessen	187	Odenwald	29	1115.1	319.2	279.7	12.4	286.3	-2.8	16.5	16.4	7.7	11.1	37.1	17.2	10.5	74.9	25.1	29.6	36.4	34	60.2	2.6	458.3	22034	29488	713.2	1.7	9.3	4.9	17.5	40.3	37.3	37.2	47.9	7.9	294.7	0.6	31	26.1	20.5	21.9	60.2	30.6	39	4.9	5	4.8	3.6	5.8	181831	182229	65654	59635	52761	42516	11138	13433	14181	16084	13139	19948	21347	22258		624
Hessen	188	Bergstra�e	22	719.5	266.9	236.1	11.5	371	-3.3	14.8	16	7.5	11	37.3	17.3	10.9	81.8	18.2	37.8	31.8	30.4	57.7	1.8	467.8	22341	29000	737.2	2.3	10	4.5	14	40.3	41.2	38.2	50	8.4	269.8	1.1	32.3	25.9	15.4	25.2	53.1	25.7	34	3.8	3.8	3.7	0.6	4.5	153739	154094	59781	51088	41408	34435	8511	10197	11747	13595	11711	18196	19153	19923		545
Thuringen	189	Eichsfeld � Nordhausen � Kyffh�userkreis	149	2694.8	263.8	256.5	2.8	97.9	-4.7	7.8	15.1	5	12	35.9	19.6	12.4	97.2	2.8	28.8	18.3	52.9	56	1.7	509.6	17475	21547	703.7	2.5	8.2	7.2	14	47.1	31.7	42.5	37.7	9.9	328.8	2.1	36.3	18.2	12.8	30.6	78.5	23.5	12.3	7.2	7.4	7	4.9	8.9	156075	155929	59318	52667	22320	21652	23848	22613	3992	4778	7633	11974	33402	32854		2473
Thuringen	190	Eisenach � Wartburgkreis � Unstrut-Hainich-Kreis	93	2391.3	273.3	264.3	3.3	114.3	-5.2	11.3	15.1	4.8	11.8	36.6	18.9	12.7	97	3	11	30.8	58.2	53.6	2	516.7	18020	24960	685.2	1.6	7.9	8.6	14.2	44.8	32.4	43	37.1	8.9	369	2.1	38.2	18.3	13.3	28.1	70.7	24.8	13.5	6.8	7.1	6.6	6.3	8.8	160840	160886	55378	48340	24478	23206	24899	25171	5066	5596	8075	11545	34052	35824	3193	3019
Thuringen	191	Jena � S�mmerda � Weimarer Land I	108	1637.8	255.8	244.2	4.5	156.2	-2.8	9.8	15.2	6.6	15	34.1	18.2	10.9	95.9	4.1	4.2	20.4	75.4	42.1	3.8	530.5	17558	28099	604.5	1.1	6.9	5.9	13.2	42.9	38.1	47.3	37.4	7.7	399.2	0	29.4	0	17.9	33.8	69.4	24.3	15.9	6	6.7	5.2	5.7	7.2	152895	153356	44684	42092	21668	19150	32680	28312	7544	9497	8939	13310	29451	30426		1660
Thuringen	192	Gotha � Ilm-Kreis	89	1779.8	246.5	235	4.6	138.5	-5	13.8	14.6	5.3	12.4	35.8	19.6	12.3	96	4	3.6	24	72.4	48.7	1.9	538	17733	24727	655.7	1	7.7	6.2	14.1	46.1	33.7	41.4	39.9	9.3	352.3	1.6	40.3	21.4	12.3	24.4	72.5	24.2	12.8	6.2	6.5	5.9	6	7.8	145595	145878	42221	40576	27120	20391	22674	22920	4809	5411	8775	11218	34798	35091		1824
Thuringen	193	Erfurt � Weimar � Weimarer Land II	11	442.7	280.7	264	6	634.2	-1.5	17.7	15.4	7.2	15.8	33.4	17.2	11	93.4	6.6	5.3	11.7	83	23.1	1.8	546.8	17262	35055	521.6	2.5	7.6	8.4	12.1	35.9	43.5	47	44	6.4	479.2	0	0	22.3	28.8	33.7	101.4	26.5	20.2	6.8	7.5	6	5.7	7.5	165925	166158	45305	42168	30257	23535	30948	32239	11722	12666	9975	14260	28960	30166		1129
